day;month;year;objective;Spend;Impressions;Reach;Frequency;Clicks;CTR;PageView;LeadTotal
31;3;2024;3;62,82;5660;5371;1,05;64;1,13;8;13
31;3;2024;3;21,16;1774;1717;1,03;29;1,63;5;7
1;4;2024;1;0,03;1;1;1;0;0;0;0
1;4;2024;1;80,07;5990;5557;1,08;85;1,42;14;17
1;4;2024;1;19,51;1529;1467;1,04;21;1,37;1;2
1;4;2024;1;12,49;1271;1178;1,08;11;0,87;1;4
1;4;2024;1;14,83;1448;1335;1,08;15;1,04;0;2
1;4;2024;1;1,79;71;69;1,03;2;2,82;0;1
1;4;2024;1;66,52;4745;4481;1,06;58;1,22;7;9
1;4;2024;1;14,65;1036;986;1,05;13;1,25;1;3
1;4;2024;1;47,26;3619;3536;1,02;39;1,08;5;13
1;4;2024;1;0,06;4;4;1;0;0;0;0
1;4;2024;1;4,38;277;256;1,08;6;2,17;2;3
1;4;2024;3;10,91;475;467;1,02;13;2,74;0;3
1;4;2024;3;50,94;3551;3388;1,05;62;1,75;9;11
1;4;2024;3;29,83;1156;1124;1,03;24;2,08;0;4
1;4;2024;3;32,1;2364;2245;1,05;35;1,48;1;4
1;4;2024;3;0,06;3;3;1;0;0;0;0
1;4;2024;3;48,28;4174;3949;1,06;35;0,84;1;7
1;4;2024;3;2,41;88;83;1,06;1;1,14;0;0
1;4;2024;3;0,5;54;54;1;0;0;0;0
1;4;2024;3;24,7;2370;2246;1,06;29;1,22;1;6
1;4;2024;3;15,77;1267;1219;1,04;9;0,71;0;0
1;4;2024;3;1,59;132;129;1,02;0;0;0;0
1;4;2024;3;0,93;55;53;1,04;0;0;0;0
1;4;2024;3;0,37;12;11;1,09;0;0;0;0
1;4;2024;3;1,99;87;84;1,04;0;0;0;0
1;4;2024;3;5,25;113;112;1,01;1;0,88;0;0
1;4;2024;3;1,18;29;27;1,07;0;0;0;0
1;4;2024;3;0,02;1;1;1;0;0;0;0
1;4;2024;3;1,98;71;70;1,01;1;1,41;0;0
1;4;2024;3;0,13;1;1;1;0;0;0;0
1;4;2024;3;2,61;101;101;1;0;0;0;0
1;4;2024;3;2,82;97;95;1,02;1;1,03;0;0
1;4;2024;3;5,54;168;162;1,04;5;2,98;0;1
1;4;2024;3;41,32;2954;2829;1,04;43;1,46;2;9
1;4;2024;3;61,26;6019;5909;1,02;66;1,1;3;9
1;4;2024;3;20,57;1913;1859;1,03;26;1,36;2;4
2;4;2024;1;0,02;1;1;1;0;0;0;0
2;4;2024;1;0,07;2;2;1;0;0;0;0
2;4;2024;1;0,01;1;1;1;0;0;0;0
2;4;2024;1;71,46;5690;5427;1,05;69;1,21;4;13
2;4;2024;1;23,69;1786;1741;1,03;17;0,95;2;3
2;4;2024;1;14,54;1460;1388;1,05;15;1,03;0;3
2;4;2024;1;12,11;1304;1236;1,06;11;0,84;0;4
2;4;2024;1;3,54;142;133;1,07;2;1,41;0;0
2;4;2024;1;65,05;4768;4565;1,04;60;1,26;9;14
2;4;2024;1;0,44;15;15;1;0;0;0;0
2;4;2024;1;15,8;1072;1038;1,03;10;0,93;0;1
2;4;2024;1;45,62;3430;3334;1,03;27;0,79;4;5
2;4;2024;1;0,09;11;10;1,1;0;0;0;0
2;4;2024;1;3,73;288;262;1,1;5;1,74;0;1
2;4;2024;3;16,66;679;671;1,01;12;1,77;0;3
2;4;2024;3;0,21;15;15;1;0;0;0;0
2;4;2024;3;42,96;3174;3064;1,04;49;1,54;4;10
2;4;2024;3;0,23;7;7;1;0;0;0;0
2;4;2024;3;27,72;1219;1200;1,02;19;1,56;0;3
2;4;2024;3;32,87;2275;2211;1,03;30;1,32;1;2
2;4;2024;3;0,07;10;10;1;0;0;0;0
2;4;2024;3;0,01;1;1;1;0;0;0;0
2;4;2024;3;45,12;3369;3252;1,04;36;1,07;1;5
2;4;2024;3;3,11;111;108;1,03;4;3,6;0;1
2;4;2024;3;2,09;143;140;1,02;0;0;0;0
2;4;2024;3;0,1;10;10;1;0;0;0;0
2;4;2024;3;24,31;1908;1845;1,03;27;1,42;1;5
2;4;2024;3;0,07;3;3;1;0;0;0;0
2;4;2024;3;0,03;3;3;1;0;0;0;0
2;4;2024;3;15,18;1068;1018;1,05;19;1,78;2;4
2;4;2024;3;0,02;3;3;1;0;0;0;0
2;4;2024;3;31,35;1588;1492;1,06;10;0,63;1;3
2;4;2024;3;0,02;1;1;1;0;0;0;0
2;4;2024;3;25,04;1476;1172;1,26;7;0,47;0;1
2;4;2024;3;6,52;252;218;1,16;2;0,79;0;0
2;4;2024;3;31,34;1190;1137;1,05;23;1,93;1;8
2;4;2024;3;1,57;24;23;1,04;0;0;0;0
2;4;2024;3;73,94;2111;1888;1,12;20;0,95;0;2
2;4;2024;3;8,96;288;266;1,08;1;0,35;0;0
2;4;2024;3;2,08;50;49;1,02;0;0;0;0
2;4;2024;3;34,61;896;877;1,02;14;1,56;3;2
2;4;2024;3;0,73;24;24;1;0;0;0;0
2;4;2024;3;71,56;1443;1354;1,07;18;1,25;1;2
2;4;2024;3;57,08;1961;1509;1,3;10;0,51;0;0
2;4;2024;3;147,54;3579;2975;1,2;41;1,15;2;3
2;4;2024;3;0,11;3;3;1;0;0;0;0
2;4;2024;3;40,12;2723;2624;1,04;39;1,43;3;5
2;4;2024;3;60,18;5439;5234;1,04;68;1,25;8;13
2;4;2024;3;0,03;5;5;1;0;0;0;0
2;4;2024;3;20,12;1776;1743;1,02;28;1,58;2;6
3;4;2024;1;0,24;7;7;1;0;0;0;0
3;4;2024;1;0,2;10;10;1;0;0;0;0
3;4;2024;1;0,17;9;9;1;0;0;0;0
3;4;2024;1;69,19;5459;5304;1,03;82;1,5;12;20
3;4;2024;1;20,82;1792;1739;1,03;29;1,62;4;6
3;4;2024;1;19,85;2148;2031;1,06;20;0,93;0;1
3;4;2024;1;12,61;1516;1441;1,05;12;0,79;0;1
3;4;2024;1;64,11;4270;4062;1,05;47;1,1;7;7
3;4;2024;1;0,02;2;2;1;0;0;0;0
3;4;2024;1;0,34;30;30;1;0;0;0;0
3;4;2024;1;8,45;546;527;1,04;3;0,55;0;1
3;4;2024;1;0,13;14;14;1;0;0;0;0
3;4;2024;1;53,45;4338;4194;1,03;35;0,81;4;7
3;4;2024;1;0,05;3;3;1;0;0;0;0
3;4;2024;1;1,88;179;165;1,08;3;1,68;0;1
3;4;2024;3;10,18;462;451;1,02;4;0,87;0;0
3;4;2024;3;0,19;16;15;1,07;0;0;0;0
3;4;2024;3;48,72;3638;3525;1,03;48;1,32;7;10
3;4;2024;3;0,04;4;4;1;0;0;0;0
3;4;2024;3;0,02;1;1;1;0;0;0;0
3;4;2024;3;25,05;1115;1101;1,01;28;2,51;1;6
3;4;2024;3;33,84;2490;2416;1,03;51;2,05;3;11
3;4;2024;3;0,06;6;6;1;0;0;0;0
3;4;2024;3;0,05;3;3;1;0;0;0;0
3;4;2024;3;0,01;3;3;1;0;0;0;0
3;4;2024;3;45,28;3166;3054;1,04;46;1,45;0;8
3;4;2024;3;2,26;67;64;1,05;0;0;0;0
3;4;2024;3;1,83;120;107;1,12;0;0;0;0
3;4;2024;3;0,02;2;2;1;0;0;0;0
3;4;2024;3;23,78;1992;1921;1,04;23;1,15;1;4
3;4;2024;3;14,79;936;898;1,04;3;0,32;0;0
3;4;2024;3;30,61;1672;1534;1,09;13;0,78;1;1
3;4;2024;3;26,46;1357;1167;1,16;7;0,52;1;1
3;4;2024;3;4,14;217;193;1,12;0;0;0;0
3;4;2024;3;30,76;1439;1333;1,08;15;1,04;2;2
3;4;2024;3;1,33;27;23;1,17;1;3,7;0;0
3;4;2024;3;67,34;1739;1469;1,18;18;1,04;0;0
3;4;2024;3;1,7;59;58;1,02;1;1,69;0;0
3;4;2024;3;89,56;2924;2787;1,05;37;1,27;3;7
3;4;2024;3;0,9;17;17;1;0;0;0;0
3;4;2024;3;13,95;284;268;1,06;1;0,35;0;1
3;4;2024;3;63,63;2238;1712;1,31;13;0,58;0;1
3;4;2024;3;116,6;2466;2168;1,14;29;1,18;1;1
3;4;2024;3;21,56;556;524;1,06;2;0,36;0;0
3;4;2024;3;0,05;1;1;1;0;0;0;0
3;4;2024;3;39,42;2301;2201;1,05;47;2,04;2;6
3;4;2024;3;4,29;192;181;1,06;5;2,6;0;0
3;4;2024;3;5,51;157;149;1,05;4;2,55;0;0
3;4;2024;3;53,67;4161;4009;1,04;49;1,18;5;12
3;4;2024;3;0,51;44;41;1,07;0;0;0;0
3;4;2024;3;5;212;210;1,01;5;2,36;1;2
3;4;2024;3;19,7;1652;1607;1,03;14;0,85;1;1
4;4;2024;1;0,1;6;6;1;0;0;0;0
4;4;2024;1;0,1;5;5;1;0;0;0;0
4;4;2024;1;0,27;11;11;1;0;0;0;0
4;4;2024;1;68,5;5287;5210;1,01;71;1,34;9;16
4;4;2024;1;21,96;1703;1653;1,03;25;1,47;4;6
4;4;2024;1;19,04;2102;2003;1,05;22;1,05;0;2
4;4;2024;1;11,97;1447;1381;1,05;15;1,04;0;1
4;4;2024;1;63,03;4346;4190;1,04;42;0,97;3;7
4;4;2024;1;0,06;1;1;1;0;0;0;0
4;4;2024;1;0,36;16;16;1;0;0;0;0
4;4;2024;1;5,96;454;443;1,02;4;0,88;0;0
4;4;2024;1;0,13;11;10;1,1;0;0;0;0
4;4;2024;1;54,94;3914;3846;1,02;32;0,82;6;8
4;4;2024;1;2,35;208;191;1,09;3;1,44;0;0
4;4;2024;3;6,04;236;231;1,02;3;1,27;0;0
4;4;2024;3;0,29;18;18;1;1;5,56;0;0
4;4;2024;3;52,37;4087;3990;1,02;44;1,08;2;8
4;4;2024;3;0,15;3;3;1;0;0;0;0
4;4;2024;3;30,35;1217;1198;1,02;26;2,14;0;4
4;4;2024;3;28,8;1982;1943;1,02;36;1,82;5;9
4;4;2024;3;0,01;1;1;1;0;0;0;0
4;4;2024;3;47,3;3552;3458;1,03;35;0,99;5;8
4;4;2024;3;0,66;27;26;1,04;0;0;0;0
4;4;2024;3;0,97;82;77;1,06;1;1,22;0;0
4;4;2024;3;23,65;2021;1955;1,03;20;0,99;0;1
4;4;2024;3;14,82;950;916;1,04;14;1,47;0;1
4;4;2024;3;30,66;1593;1498;1,06;9;0,56;1;3
4;4;2024;3;0,01;1;1;1;0;0;0;0
4;4;2024;3;28,32;1471;1237;1,19;2;0,14;0;0
4;4;2024;3;2,51;133;117;1,14;0;0;0;0
4;4;2024;3;30,47;1318;1247;1,06;15;1,14;2;3
4;4;2024;3;1,21;27;25;1,08;0;0;0;0
4;4;2024;3;33,94;852;770;1,11;15;1,76;1;0
4;4;2024;3;0,55;22;22;1;0;0;0;0
4;4;2024;3;99,56;3274;3137;1,04;40;1,22;4;7
4;4;2024;3;0,28;9;9;1;0;0;0;0
4;4;2024;3;4,47;131;125;1,05;9;6,87;3;3
4;4;2024;3;37,12;1524;1283;1,19;8;0,52;0;0
4;4;2024;3;64,94;1652;1508;1,1;27;1,63;0;0
4;4;2024;3;95,95;2786;2117;1,32;13;0,47;0;0
4;4;2024;3;39,13;2330;2258;1,03;45;1,93;1;9
4;4;2024;3;1,54;54;51;1,06;1;1,85;0;0
4;4;2024;3;7,7;197;180;1,09;13;6,6;0;1
4;4;2024;3;12,2;531;462;1,15;9;1,69;4;0
4;4;2024;3;11,18;321;292;1,1;19;5,92;8;0
4;4;2024;3;58,16;4108;3949;1,04;35;0,85;4;9
4;4;2024;3;0,32;31;31;1;0;0;0;0
4;4;2024;3;12,74;892;672;1,33;7;0,78;0;2
5;4;2024;1;0,03;4;4;1;0;0;0;0
5;4;2024;1;0,55;13;13;1;0;0;0;0
5;4;2024;1;0,12;9;8;1,12;0;0;0;0
5;4;2024;1;64,94;4655;4524;1,03;52;1,12;5;11
5;4;2024;1;18,53;1347;1314;1,03;19;1,41;1;6
5;4;2024;1;25,18;2667;2544;1,05;27;1,01;4;6
5;4;2024;1;12,13;1385;1328;1,04;18;1,3;2;4
5;4;2024;1;62,8;4036;3879;1,04;58;1,44;12;14
5;4;2024;1;0,08;2;2;1;0;0;0;0
5;4;2024;1;8,21;612;595;1,03;18;2,94;4;4
5;4;2024;1;0,16;25;24;1,04;0;0;0;0
5;4;2024;1;53,9;4213;4143;1,02;38;0,9;2;6
5;4;2024;1;0,01;2;2;1;0;0;0;0
5;4;2024;1;1,13;136;126;1,08;1;0,74;0;0
5;4;2024;3;3,75;134;132;1,02;1;0,75;0;0
5;4;2024;3;0,51;54;49;1,1;0;0;0;0
5;4;2024;3;53,69;4404;4299;1,02;47;1,07;1;6
5;4;2024;3;26,3;1240;1220;1,02;28;2,26;3;7
5;4;2024;3;31,12;2212;2168;1,02;41;1,85;6;10
5;4;2024;3;0,08;7;7;1;0;0;0;0
5;4;2024;3;49,2;3656;3589;1,02;43;1,18;3;8
5;4;2024;3;0,4;8;8;1;0;0;0;0
5;4;2024;3;0,28;29;29;1;0;0;0;0
5;4;2024;3;0,04;2;2;1;0;0;0;0
5;4;2024;3;23,2;1711;1656;1,03;32;1,87;3;9
5;4;2024;3;0,02;1;1;1;0;0;0;0
5;4;2024;3;14,75;797;771;1,03;10;1,25;0;1
5;4;2024;3;30,2;1252;1173;1,07;12;0,96;1;2
5;4;2024;3;27,09;1341;1130;1,19;6;0,45;0;0
5;4;2024;3;3,16;106;90;1,18;0;0;0;0
5;4;2024;3;30,01;1127;1073;1,05;16;1,42;4;4
5;4;2024;3;0,76;16;15;1,07;0;0;0;0
5;4;2024;3;32,61;1021;933;1,09;7;0,69;0;0
5;4;2024;3;0,03;2;2;1;0;0;0;0
5;4;2024;3;102,96;3077;2894;1,06;24;0,78;3;4
5;4;2024;3;0,02;3;3;1;0;0;0;0
5;4;2024;3;1,86;36;35;1,03;0;0;0;0
5;4;2024;3;54,51;1923;1581;1,22;9;0,47;0;0
5;4;2024;3;81,18;1686;1547;1,09;27;1,6;0;0
5;4;2024;3;61,73;1622;1340;1,21;12;0,74;0;1
5;4;2024;3;0,06;4;4;1;0;0;0;0
5;4;2024;3;38,71;2123;2047;1,04;42;1,98;1;4
5;4;2024;3;6,43;380;331;1,15;4;1,05;1;0
5;4;2024;3;27,08;958;836;1,15;42;4,38;16;0
5;4;2024;3;57,98;3866;3744;1,03;41;1,06;2;7
5;4;2024;3;0,04;3;3;1;0;0;0;0
5;4;2024;3;0,32;45;43;1,05;0;0;0;0
5;4;2024;3;0,14;13;11;1,18;2;15,38;0;1
5;4;2024;3;14,09;996;551;1,81;5;0,5;0;0
6;4;2024;1;0,5;9;9;1;2;22,22;0;1
6;4;2024;1;0,02;1;1;1;0;0;0;0
6;4;2024;1;0,02;3;3;1;0;0;0;0
6;4;2024;1;70,59;5025;4886;1,03;74;1,47;13;15
6;4;2024;1;23,35;1688;1646;1,03;26;1,54;2;4
6;4;2024;1;18,05;1615;1559;1,04;26;1,61;4;8
6;4;2024;1;10,62;1006;970;1,04;10;0,99;0;2
6;4;2024;1;63,49;4330;4149;1,04;52;1,2;1;7
6;4;2024;1;0,34;6;6;1;0;0;0;0
6;4;2024;1;10,49;657;631;1,04;18;2,74;1;2
6;4;2024;1;53,14;3925;3864;1,02;44;1,12;5;12
6;4;2024;1;0,85;78;76;1,03;0;0;0;0
6;4;2024;3;1,49;74;74;1;0;0;0;0
6;4;2024;3;0,25;20;18;1,11;1;5;0;0
6;4;2024;3;57,11;4268;4186;1,02;53;1,24;4;14
6;4;2024;3;26,87;1145;1135;1,01;19;1,66;1;5
6;4;2024;3;31,44;2191;2140;1,02;26;1,19;0;1
6;4;2024;3;0,15;2;2;1;0;0;0;0
6;4;2024;3;46,63;3507;3437;1,02;37;1,06;4;9
6;4;2024;3;0,42;9;9;1;0;0;0;0
6;4;2024;3;0,64;23;23;1;0;0;0;0
6;4;2024;3;0,01;1;1;1;0;0;0;0
6;4;2024;3;22,99;1787;1728;1,03;20;1,12;0;3
6;4;2024;3;13,67;936;908;1,03;6;0,64;0;0
6;4;2024;3;29,96;1331;1268;1,05;9;0,68;0;1
6;4;2024;3;24,3;1284;1114;1,15;7;0,55;0;1
6;4;2024;3;5,66;136;119;1,14;2;1,47;0;0
6;4;2024;3;30,04;1188;1144;1,04;22;1,85;4;6
6;4;2024;3;33,29;1053;956;1,1;10;0,95;0;0
6;4;2024;3;0,19;2;2;1;0;0;0;0
6;4;2024;3;102,45;2742;2625;1,04;27;0,98;1;2
6;4;2024;3;0,36;15;15;1;0;0;0;0
6;4;2024;3;2,77;47;47;1;1;2,13;0;0
6;4;2024;3;75,2;2734;2201;1,24;10;0,37;0;1
6;4;2024;3;91,31;2471;2197;1,12;43;1,74;1;2
6;4;2024;3;32,95;1113;985;1,13;2;0,18;0;0
6;4;2024;3;39,32;1973;1905;1,04;55;2,79;7;13
6;4;2024;3;0,01;1;1;1;0;0;0;0
6;4;2024;3;2,72;173;155;1,12;6;3,47;2;0
6;4;2024;3;30,24;1221;1067;1,14;50;4,1;14;1
6;4;2024;3;59,61;3889;3757;1,04;50;1,29;4;11
6;4;2024;3;0,01;2;2;1;0;0;0;0
6;4;2024;3;0,09;9;9;1;0;0;0;0
6;4;2024;3;21,78;1589;839;1,89;8;0,5;0;1
7;4;2024;1;1,03;52;52;1;0;0;0;0
7;4;2024;1;0,03;3;3;1;0;0;0;0
7;4;2024;1;0,02;2;2;1;0;0;0;0
7;4;2024;1;74,56;5811;5755;1,01;84;1,45;9;13
7;4;2024;1;26,74;1966;1899;1,04;33;1,68;0;4
7;4;2024;1;18,61;1970;1888;1,04;10;0,51;1;2
7;4;2024;1;10,36;1050;1017;1,03;24;2,29;6;7
7;4;2024;1;68,25;4901;4720;1,04;55;1,12;5;8
7;4;2024;1;0,02;2;2;1;0;0;0;0
7;4;2024;1;8,98;656;633;1,04;12;1,83;3;3
7;4;2024;1;0,1;10;10;1;0;0;0;0
7;4;2024;1;59,04;4685;4612;1,02;59;1,26;9;11
7;4;2024;1;0,07;8;8;1;0;0;0;0
7;4;2024;3;0,74;26;26;1;0;0;0;0
7;4;2024;3;0,31;27;26;1,04;0;0;0;0
7;4;2024;3;61,93;4930;4785;1,03;85;1,72;10;16
7;4;2024;3;0,01;1;1;1;0;0;0;0
7;4;2024;3;45,05;2253;2222;1,01;47;2,09;3;10
7;4;2024;3;18,02;1240;1203;1,03;20;1,61;1;3
7;4;2024;3;51,88;4311;4210;1,02;50;1,16;3;7
7;4;2024;3;0,03;2;2;1;0;0;0;0
7;4;2024;3;0,69;45;42;1,07;0;0;0;0
7;4;2024;3;25,41;1906;1852;1,03;14;0,73;0;0
7;4;2024;3;15,84;1047;1012;1,03;24;2,29;1;4
7;4;2024;3;27,59;1317;1244;1,06;12;0,91;1;2
7;4;2024;3;25,78;1245;1081;1,15;3;0,24;0;0
7;4;2024;3;2,01;81;77;1,05;1;1,23;0;0
7;4;2024;3;27,43;1020;977;1,04;15;1,47;2;3
7;4;2024;3;0,28;5;5;1;0;0;0;0
7;4;2024;3;36,79;850;773;1,1;12;1,41;1;1
7;4;2024;3;0,38;5;5;1;0;0;0;0
7;4;2024;3;92,46;1755;1689;1,04;23;1,31;4;4
7;4;2024;3;0,08;5;5;1;1;20;0;0
7;4;2024;3;4,39;68;65;1,05;1;1,47;0;0
7;4;2024;3;30,94;1094;959;1,14;2;0,18;0;0
7;4;2024;3;144,76;4118;3617;1,14;35;0,85;0;0
7;4;2024;3;4,45;171;163;1,05;2;1,17;0;0
7;4;2024;3;0,31;7;7;1;0;0;0;0
7;4;2024;3;41,79;2139;2075;1,03;47;2,2;5;5
7;4;2024;3;0,02;3;3;1;0;0;0;0
7;4;2024;3;1,64;124;108;1,15;3;2,42;1;0
7;4;2024;3;35,4;1441;1247;1,16;39;2,71;11;1
7;4;2024;3;62,99;3876;3741;1,04;41;1,06;4;10
7;4;2024;3;0,07;5;4;1,25;0;0;0;0
7;4;2024;3;0,35;31;27;1,15;0;0;0;0
7;4;2024;3;20,58;1582;927;1,71;4;0,25;0;0
8;4;2024;1;0,25;11;11;1;0;0;0;0
8;4;2024;1;0,03;3;3;1;0;0;0;0
8;4;2024;1;0,27;3;3;1;0;0;0;0
8;4;2024;1;62,75;4385;4267;1,03;55;1,25;6;7
8;4;2024;1;23,62;1519;1486;1,02;8;0,53;1;1
8;4;2024;1;25,44;2446;2361;1,04;19;0,78;1;3
8;4;2024;1;14,82;1498;1437;1,04;17;1,13;3;4
8;4;2024;1;65,99;4276;4130;1,04;61;1,43;8;13
8;4;2024;1;0,34;13;13;1;2;15,38;0;1
8;4;2024;1;11,43;833;808;1,03;10;1,2;0;0
8;4;2024;1;0,1;19;19;1;0;0;0;0
8;4;2024;1;52,7;3998;3915;1,02;43;1,08;10;12
8;4;2024;1;0,03;6;6;1;0;0;0;0
8;4;2024;1;1,97;184;166;1,11;0;0;0;0
8;4;2024;3;6,23;261;259;1,01;5;1,92;0;2
8;4;2024;3;0,07;6;6;1;0;0;0;0
8;4;2024;3;54,66;4497;4367;1,03;54;1,2;5;10
8;4;2024;3;0,01;1;1;1;0;0;0;0
8;4;2024;3;38,61;1965;1942;1,01;26;1,32;1;3
8;4;2024;3;22,3;1755;1703;1,03;23;1,31;1;4
8;4;2024;3;0,46;14;14;1;0;0;0;0
8;4;2024;3;0,03;2;2;1;0;0;0;0
8;4;2024;3;0,01;3;2;1,5;0;0;0;0
8;4;2024;3;50,01;3733;3658;1,02;33;0,88;1;4
8;4;2024;3;0,61;20;20;1;1;5;0;0
8;4;2024;3;0,1;9;9;1;0;0;0;0
8;4;2024;3;24,39;1749;1700;1,03;22;1,26;2;6
8;4;2024;3;0,02;2;2;1;0;0;0;0
8;4;2024;3;0,17;2;1;2;0;0;0;0
8;4;2024;3;15,36;905;881;1,03;13;1,44;3;5
8;4;2024;3;26,81;1436;1313;1,09;15;1,04;2;3
8;4;2024;3;25,34;1653;1367;1,21;6;0,36;2;2
8;4;2024;3;1,35;54;51;1,06;2;3,7;0;0
8;4;2024;3;26,43;1015;959;1,06;20;1,97;4;7
8;4;2024;3;0,02;1;1;1;0;0;0;0
8;4;2024;3;0,7;10;10;1;0;0;0;0
8;4;2024;3;35,42;826;766;1,08;13;1,57;0;1
8;4;2024;3;0,25;9;9;1;0;0;0;0
8;4;2024;3;89,58;1814;1740;1,04;27;1,49;3;5
8;4;2024;3;0,1;4;4;1;0;0;0;0
8;4;2024;3;1,95;40;39;1,03;1;2,5;0;1
8;4;2024;3;27,9;1067;900;1,19;4;0,37;0;0
8;4;2024;3;135,23;3713;3206;1,16;43;1,16;1;1
8;4;2024;3;10,61;274;245;1,12;4;1,46;0;0
8;4;2024;3;41,23;2066;1991;1,04;48;2,32;8;8
8;4;2024;3;1,2;66;58;1,14;1;1,52;0;0
8;4;2024;3;36,65;1646;1449;1,14;45;2,73;16;0
8;4;2024;3;60,25;3604;3481;1,04;36;1;2;4
8;4;2024;3;0,02;2;2;1;0;0;0;0
8;4;2024;3;0,55;42;42;1;0;0;0;0
8;4;2024;3;0,12;11;10;1,1;0;0;0;0
8;4;2024;3;20,17;1656;940;1,76;6;0,36;0;0
9;4;2024;1;0,19;6;6;1;0;0;0;0
9;4;2024;1;0,11;5;5;1;0;0;0;0
9;4;2024;1;0,08;3;3;1;0;0;0;0
9;4;2024;1;57,08;4047;3939;1,03;40;0,99;4;8
9;4;2024;1;21,25;1384;1343;1,03;21;1,52;2;4
9;4;2024;1;25,11;2533;2423;1,05;24;0,95;2;4
9;4;2024;1;21,13;2379;2260;1,05;26;1,09;2;5
9;4;2024;1;64,93;3884;3750;1,04;57;1,47;4;12
9;4;2024;1;0,03;2;2;1;0;0;0;0
9;4;2024;1;0,39;10;9;1,11;0;0;0;0
9;4;2024;1;12,94;848;823;1,03;12;1,42;0;0
9;4;2024;1;0,11;6;6;1;0;0;0;0
9;4;2024;1;50,05;3868;3798;1,02;44;1,14;5;11
9;4;2024;1;2,05;151;142;1,06;1;0,66;0;0
9;4;2024;3;2,58;106;106;1;0;0;0;0
9;4;2024;3;57,54;4153;4033;1,03;61;1,47;8;15
9;4;2024;3;23,45;1003;988;1,02;20;1,99;2;5
9;4;2024;3;36,6;2363;2271;1,04;30;1,27;2;6
9;4;2024;3;0,29;21;19;1,11;0;0;0;0
9;4;2024;3;49,34;3533;3452;1,02;36;1,02;5;11
9;4;2024;3;0,76;20;19;1,05;0;0;0;0
9;4;2024;3;24,63;1662;1616;1,03;31;1,87;3;9
9;4;2024;3;14,91;852;823;1,04;10;1,17;0;2
9;4;2024;3;25,87;1480;1366;1,08;12;0,81;1;2
9;4;2024;3;26,09;1436;1186;1,21;4;0,28;0;0
9;4;2024;3;0,27;6;6;1;0;0;0;0
9;4;2024;3;26,29;883;842;1,05;11;1,25;2;4
9;4;2024;3;0,29;4;3;1,33;1;25;0;0
9;4;2024;3;36,02;811;742;1,09;13;1,6;0;2
9;4;2024;3;0,14;4;4;1;0;0;0;0
9;4;2024;3;89,23;1875;1809;1,04;20;1,07;0;5
9;4;2024;3;0,4;6;6;1;0;0;0;0
9;4;2024;3;2,28;44;43;1,02;0;0;0;0
9;4;2024;3;36,13;1264;1029;1,23;10;0,79;0;0
9;4;2024;3;119,1;2871;2522;1,14;39;1,36;0;1
9;4;2024;3;16,31;495;433;1,14;3;0,61;0;0
9;4;2024;3;39,69;1881;1803;1,04;42;2,23;4;14
9;4;2024;3;0,02;2;2;1;0;0;0;0
9;4;2024;3;37;1793;1552;1,16;29;1,62;16;0
9;4;2024;3;59,8;3383;3262;1,04;38;1,12;3;9
9;4;2024;3;0,13;16;15;1,07;0;0;0;0
9;4;2024;3;0,05;2;2;1;0;0;0;0
9;4;2024;3;19,95;1598;936;1,71;5;0,31;0;0
10;4;2024;1;0,05;5;5;1;0;0;0;0
10;4;2024;1;0,43;4;4;1;0;0;0;0
10;4;2024;1;50,69;3996;3876;1,03;45;1,13;8;13
10;4;2024;1;20,11;1348;1325;1,02;20;1,48;2;2
10;4;2024;1;30,53;3909;3649;1,07;44;1,13;0;7
10;4;2024;1;20,85;2903;2764;1,05;11;0,38;1;1
10;4;2024;1;64,14;4227;4023;1,05;57;1,35;8;11
10;4;2024;1;6,7;494;483;1,02;3;0,61;0;0
10;4;2024;1;56,72;4688;4570;1,03;42;0,9;8;9
10;4;2024;1;0,56;51;51;1;2;3,92;0;1
10;4;2024;3;1,27;67;66;1,02;1;1,49;0;0
10;4;2024;3;0,4;25;22;1,14;0;0;0;0
10;4;2024;3;57,16;4573;4444;1,03;60;1,31;6;11
10;4;2024;3;25,12;1382;1357;1,02;17;1,23;2;3
10;4;2024;3;33,77;2280;2202;1,04;38;1,67;2;9
10;4;2024;3;48,66;3558;3454;1,03;30;0,84;2;4
10;4;2024;3;0,02;1;1;1;0;0;0;0
10;4;2024;3;0,35;30;30;1;0;0;0;0
10;4;2024;3;23,47;1771;1709;1,04;24;1,36;1;5
10;4;2024;3;14,75;835;803;1,04;8;0,96;1;1
10;4;2024;3;25,7;1573;1448;1,09;5;0,32;1;1
10;4;2024;3;25,51;1651;1353;1,22;3;0,18;0;0
10;4;2024;3;0,18;9;8;1,12;1;11,11;0;0
10;4;2024;3;26,12;1049;994;1,06;10;0,95;0;1
10;4;2024;3;34,98;985;876;1,12;10;1,02;0;2
10;4;2024;3;0,47;6;6;1;0;0;0;0
10;4;2024;3;80,79;1720;1617;1,06;16;0,93;1;2
10;4;2024;3;7,18;105;99;1,06;7;6,67;0;0
10;4;2024;3;33,68;1492;1222;1,22;8;0,54;0;1
10;4;2024;3;106,62;2747;2425;1,13;29;1,06;0;1
10;4;2024;3;14,85;407;371;1,1;2;0,49;0;0
10;4;2024;3;10,64;398;362;1,1;1;0,25;0;0
10;4;2024;3;0,04;2;2;1;0;0;0;0
10;4;2024;3;39,01;1828;1760;1,04;24;1,31;2;8
